review_id,product_id,customer_id,rating,review_date,review_text
1,103,1004,1,2024-04-17,I love it! Highly recommend.
2,101,1005,4,2024-05-12,"Terrible, do not buy this product."
3,102,1002,1,2024-07-06,"Not worth the price, poor quality."
4,105,1002,5,2024-10-03,"Okay, but not as good as expected."
5,104,1001,4,2024-07-18,"Not worth the price, poor quality."
6,102,1003,4,2024-11-28,"Good product, but could be improved."
7,104,1004,2,2024-06-04,"Okay, but not as good as expected."
8,103,1002,2,2024-06-13,I love it! Highly recommend.
9,105,1005,4,2024-01-29,I love it! Highly recommend.
10,104,1001,3,2024-05-28,"Terrible, do not buy this product."
11,101,1002,4,2024-07-17,"Okay, but not as good as expected."
12,105,1001,5,2024-04-06,I love it! Highly recommend.
13,105,1001,4,2024-12-21,"Okay, but not as good as expected."
14,103,1004,4,2024-01-13,"Not worth the price, poor quality."
15,103,1002,1,2024-07-27,"Excellent quality, exceeded my expectations!"
16,102,1003,1,2024-05-18,"Good product, but could be improved."
17,104,1002,5,2024-07-08,"Good product, but could be improved."
18,101,1002,5,2024-01-17,I love it! Highly recommend.
19,102,1005,5,2024-06-13,"Not worth the price, poor quality."
20,101,1004,5,2024-05-11,"Not worth the price, poor quality."
21,105,1002,1,2024-07-24,"Good product, but could be improved."
22,102,1002,3,2024-01-06,"Okay, but not as good as expected."
23,102,1001,5,2024-01-14,"Terrible, do not buy this product."
24,104,1001,4,2024-08-14,"Okay, but not as good as expected."
25,102,1004,3,2024-04-28,"Excellent quality, exceeded my expectations!"
26,104,1002,5,2024-06-19,"Excellent quality, exceeded my expectations!"
27,102,1004,1,2024-05-19,"Terrible, do not buy this product."
28,105,1004,3,2024-11-04,"Not worth the price, poor quality."
29,104,1004,4,2024-08-19,I love it! Highly recommend.
30,105,1001,4,2024-10-28,"Not worth the price, poor quality."
31,102,1002,5,2024-01-16,"Good product, but could be improved."
32,101,1005,3,2024-01-09,"Excellent quality, exceeded my expectations!"
33,102,1005,4,2024-07-10,I love it! Highly recommend.
34,102,1002,4,2024-01-15,"Okay, but not as good as expected."
35,104,1005,4,2024-04-30,"Excellent quality, exceeded my expectations!"
36,102,1001,2,2024-05-13,"Okay, but not as good as expected."
37,104,1001,5,2024-08-15,"Good product, but could be improved."
38,105,1003,5,2024-02-29,"Terrible, do not buy this product."
39,105,1005,5,2024-11-28,"Not worth the price, poor quality."
40,104,1002,2,2024-10-13,"Excellent quality, exceeded my expectations!"
41,101,1001,2,2024-05-07,"Okay, but not as good as expected."
42,102,1003,5,2024-12-16,"Terrible, do not buy this product."
43,101,1002,4,2024-12-04,"Okay, but not as good as expected."
44,105,1004,1,2024-05-04,"Not worth the price, poor quality."
45,101,1003,5,2024-02-24,I love it! Highly recommend.
46,103,1002,1,2024-06-07,"Good product, but could be improved."
47,102,1003,2,2024-01-30,"Not worth the price, poor quality."
48,103,1005,2,2024-02-15,I love it! Highly recommend.
49,101,1001,1,2024-07-03,"Okay, but not as good as expected."
50,104,1005,1,2024-03-16,"Terrible, do not buy this product."
51,101,1003,5,2024-10-13,"Excellent quality, exceeded my expectations!"
52,101,1005,1,2024-04-03,"Terrible, do not buy this product."
53,101,1004,3,2024-10-13,"Not worth the price, poor quality."
54,104,1003,5,2024-06-28,"Good product, but could be improved."
55,103,1001,4,2024-11-30,"Okay, but not as good as expected."
56,103,1003,3,2024-08-20,"Excellent quality, exceeded my expectations!"
57,101,1004,2,2024-12-25,"Terrible, do not buy this product."
58,102,1004,3,2024-06-05,I love it! Highly recommend.
59,102,1004,5,2024-08-10,"Good product, but could be improved."
60,103,1005,5,2023-12-29,"Okay, but not as good as expected."
61,101,1001,1,2024-09-20,"Okay, but not as good as expected."
62,105,1002,1,2024-08-11,"Excellent quality, exceeded my expectations!"
63,102,1004,4,2024-04-16,"Terrible, do not buy this product."
64,101,1005,3,2024-08-17,"Excellent quality, exceeded my expectations!"
65,103,1004,3,2024-10-05,"Not worth the price, poor quality."
66,103,1005,4,2024-10-03,"Okay, but not as good as expected."
67,103,1004,5,2024-08-06,"Excellent quality, exceeded my expectations!"
68,104,1001,4,2024-06-07,I love it! Highly recommend.
69,101,1003,2,2024-12-21,"Not worth the price, poor quality."
70,104,1003,5,2024-12-23,"Terrible, do not buy this product."
71,101,1002,5,2024-03-31,"Excellent quality, exceeded my expectations!"
72,104,1003,2,2024-02-18,"Terrible, do not buy this product."
73,101,1005,2,2024-08-18,"Excellent quality, exceeded my expectations!"
74,102,1004,3,2024-01-28,"Not worth the price, poor quality."
75,102,1004,4,2024-10-30,"Not worth the price, poor quality."
76,104,1005,2,2024-10-11,"Okay, but not as good as expected."
77,101,1003,4,2024-07-03,I love it! Highly recommend.
78,105,1005,3,2024-04-25,"Terrible, do not buy this product."
79,102,1002,3,2024-03-25,"Excellent quality, exceeded my expectations!"
80,105,1003,3,2024-06-01,"Not worth the price, poor quality."
81,103,1002,4,2024-07-25,"Not worth the price, poor quality."
82,103,1005,4,2024-10-11,"Good product, but could be improved."
83,105,1001,5,2024-01-20,"Okay, but not as good as expected."
84,101,1004,3,2024-12-15,"Excellent quality, exceeded my expectations!"
85,101,1001,4,2024-09-21,"Terrible, do not buy this product."
86,105,1001,2,2024-05-23,"Okay, but not as good as expected."
87,101,1005,5,2024-12-12,"Not worth the price, poor quality."
88,103,1004,2,2024-05-21,I love it! Highly recommend.
89,103,1001,5,2023-12-31,"Excellent quality, exceeded my expectations!"
90,103,1005,3,2024-11-11,"Good product, but could be improved."
91,102,1003,1,2024-09-06,"Good product, but could be improved."
92,102,1002,1,2024-09-12,I love it! Highly recommend.
93,104,1003,2,2024-05-31,"Excellent quality, exceeded my expectations!"
94,105,1002,4,2024-09-27,"Okay, but not as good as expected."
95,101,1003,2,2024-06-15,"Good product, but could be improved."
96,103,1002,4,2024-10-08,"Excellent quality, exceeded my expectations!"
97,101,1004,3,2024-06-30,"Not worth the price, poor quality."
98,102,1005,3,2024-02-20,"Okay, but not as good as expected."
99,103,1005,1,2024-10-15,"Okay, but not as good as expected."
100,102,1005,5,2024-02-08,"Okay, but not as good as expected."
101,102,1003,3,2024-03-19,"Excellent quality, exceeded my expectations!"
102,101,1001,1,2024-05-25,"Good product, but could be improved."
103,104,1002,2,2024-10-09,"Okay, but not as good as expected."
104,102,1004,5,2024-07-22,I love it! Highly recommend.
105,101,1003,5,2024-03-14,"Good product, but could be improved."
106,105,1005,1,2024-02-08,"Okay, but not as good as expected."
107,105,1004,3,2024-11-13,I love it! Highly recommend.
108,102,1001,2,2024-01-11,"Terrible, do not buy this product."
109,102,1005,1,2024-07-14,"Good product, but could be improved."
110,104,1003,5,2024-05-31,"Terrible, do not buy this product."
111,102,1001,5,2024-04-22,"Good product, but could be improved."
112,102,1003,2,2024-01-01,"Not worth the price, poor quality."
113,104,1001,1,2024-08-23,"Excellent quality, exceeded my expectations!"
114,101,1002,5,2024-10-28,I love it! Highly recommend.
115,105,1001,1,2024-09-30,"Okay, but not as good as expected."
116,102,1003,5,2024-12-12,"Good product, but could be improved."
117,102,1001,3,2023-12-29,"Not worth the price, poor quality."
118,101,1002,1,2024-11-19,"Excellent quality, exceeded my expectations!"
119,102,1005,5,2024-07-22,"Terrible, do not buy this product."
120,102,1003,2,2024-08-05,"Excellent quality, exceeded my expectations!"
121,105,1003,3,2024-06-29,"Excellent quality, exceeded my expectations!"
122,101,1002,5,2024-02-07,I love it! Highly recommend.
123,102,1003,2,2024-08-30,I love it! Highly recommend.
124,104,1001,4,2024-10-19,"Okay, but not as good as expected."
125,105,1003,4,2024-07-28,"Not worth the price, poor quality."
126,103,1002,2,2024-05-26,"Okay, but not as good as expected."
127,104,1004,5,2024-10-31,"Excellent quality, exceeded my expectations!"
128,101,1005,2,2024-04-01,"Good product, but could be improved."
129,103,1004,3,2024-03-01,"Terrible, do not buy this product."
130,105,1001,3,2024-02-15,I love it! Highly recommend.
131,101,1004,2,2024-09-24,"Not worth the price, poor quality."
132,104,1003,4,2024-03-12,"Good product, but could be improved."
133,102,1001,1,2024-06-01,"Okay, but not as good as expected."
134,101,1002,4,2024-12-10,I love it! Highly recommend.
135,101,1001,4,2024-04-25,"Excellent quality, exceeded my expectations!"
136,105,1002,3,2023-12-31,"Good product, but could be improved."
137,105,1001,5,2024-11-18,"Okay, but not as good as expected."
138,101,1004,5,2024-05-19,"Excellent quality, exceeded my expectations!"
139,105,1002,5,2024-01-01,I love it! Highly recommend.
140,101,1003,1,2024-08-18,I love it! Highly recommend.
141,104,1003,3,2024-06-19,"Terrible, do not buy this product."
142,104,1003,5,2024-10-15,"Good product, but could be improved."
143,101,1002,1,2024-02-01,"Okay, but not as good as expected."
144,101,1003,2,2024-02-14,I love it! Highly recommend.
145,102,1002,3,2024-03-03,"Not worth the price, poor quality."
146,102,1004,1,2024-04-18,"Okay, but not as good as expected."
147,104,1002,1,2024-04-24,"Okay, but not as good as expected."
148,103,1004,3,2024-04-26,"Not worth the price, poor quality."
149,101,1005,4,2024-05-10,"Terrible, do not buy this product."
150,104,1004,2,2024-07-11,"Okay, but not as good as expected."
151,101,1003,5,2024-10-02,"Okay, but not as good as expected."
152,104,1005,1,2024-06-15,"Okay, but not as good as expected."
153,102,1001,2,2024-12-06,"Good product, but could be improved."
154,102,1005,1,2024-08-08,"Good product, but could be improved."
155,102,1005,5,2024-09-04,"Not worth the price, poor quality."
156,105,1005,4,2024-09-24,"Okay, but not as good as expected."
157,103,1003,1,2024-07-17,"Good product, but could be improved."
158,105,1002,1,2024-07-18,"Terrible, do not buy this product."
159,104,1004,3,2024-02-15,"Good product, but could be improved."
160,102,1001,2,2023-12-28,"Not worth the price, poor quality."
161,102,1003,1,2024-07-10,I love it! Highly recommend.
162,104,1002,5,2024-04-21,"Terrible, do not buy this product."
163,105,1002,2,2024-06-04,"Excellent quality, exceeded my expectations!"
164,102,1003,5,2024-01-29,"Terrible, do not buy this product."
165,102,1001,3,2024-05-25,"Good product, but could be improved."
166,104,1002,2,2024-06-23,"Okay, but not as good as expected."
167,104,1005,2,2024-12-15,"Good product, but could be improved."
168,105,1005,5,2024-10-11,"Good product, but could be improved."
169,105,1004,4,2024-11-22,"Not worth the price, poor quality."
170,101,1002,5,2024-06-01,"Okay, but not as good as expected."
171,103,1004,3,2024-03-04,"Terrible, do not buy this product."
172,103,1001,5,2024-04-18,"Not worth the price, poor quality."
173,104,1003,5,2024-02-19,"Okay, but not as good as expected."
174,101,1005,4,2024-08-17,"Not worth the price, poor quality."
175,102,1005,2,2024-02-09,"Not worth the price, poor quality."
176,102,1005,5,2024-12-08,"Excellent quality, exceeded my expectations!"
177,102,1004,2,2024-11-15,"Okay, but not as good as expected."
178,102,1005,5,2024-02-23,"Good product, but could be improved."
179,104,1002,3,2024-02-28,"Excellent quality, exceeded my expectations!"
180,103,1005,1,2024-06-05,"Okay, but not as good as expected."
181,105,1005,4,2024-04-15,I love it! Highly recommend.
182,101,1004,4,2024-06-08,"Good product, but could be improved."
183,102,1002,3,2024-01-28,"Good product, but could be improved."
184,101,1002,4,2024-01-15,"Good product, but could be improved."
185,101,1005,2,2024-03-12,I love it! Highly recommend.
186,102,1005,1,2024-07-16,"Good product, but could be improved."
187,103,1003,4,2024-05-07,"Excellent quality, exceeded my expectations!"
188,104,1001,4,2024-02-20,I love it! Highly recommend.
189,101,1001,5,2024-04-01,"Not worth the price, poor quality."
190,103,1001,2,2024-10-26,"Excellent quality, exceeded my expectations!"
191,102,1003,2,2024-10-20,"Terrible, do not buy this product."
192,101,1002,5,2024-08-27,"Good product, but could be improved."
193,102,1001,1,2024-06-02,I love it! Highly recommend.
194,103,1001,1,2024-07-14,I love it! Highly recommend.
195,105,1005,2,2024-10-13,"Not worth the price, poor quality."
196,103,1003,3,2024-04-01,"Terrible, do not buy this product."
197,103,1001,3,2024-07-06,"Good product, but could be improved."
198,101,1001,4,2024-11-14,"Good product, but could be improved."
199,103,1002,4,2024-05-14,"Terrible, do not buy this product."
200,105,1001,2,2024-11-27,"Good product, but could be improved."
201,101,1002,1,2024-09-13,"Okay, but not as good as expected."
202,105,1002,3,2024-07-22,"Not worth the price, poor quality."
203,101,1004,4,2024-09-13,"Not worth the price, poor quality."
204,102,1005,1,2024-11-12,"Good product, but could be improved."
205,103,1002,5,2024-10-25,"Okay, but not as good as expected."
206,104,1004,4,2024-05-27,"Terrible, do not buy this product."
207,105,1003,3,2024-09-20,"Excellent quality, exceeded my expectations!"
208,101,1003,5,2024-05-28,"Good product, but could be improved."
209,102,1002,2,2024-11-29,"Not worth the price, poor quality."
210,104,1005,4,2024-08-13,"Terrible, do not buy this product."
211,104,1002,4,2024-07-11,"Terrible, do not buy this product."
212,103,1004,4,2024-10-18,"Good product, but could be improved."
213,101,1004,4,2024-06-24,"Excellent quality, exceeded my expectations!"
214,104,1002,2,2024-09-25,"Okay, but not as good as expected."
215,104,1001,1,2024-01-07,"Terrible, do not buy this product."
216,101,1003,1,2024-04-11,"Okay, but not as good as expected."
217,101,1005,5,2024-09-12,"Okay, but not as good as expected."
218,102,1001,4,2024-01-04,"Good product, but could be improved."
219,102,1001,2,2024-01-11,"Excellent quality, exceeded my expectations!"
220,103,1001,2,2024-01-19,"Excellent quality, exceeded my expectations!"
221,102,1002,2,2024-02-10,"Not worth the price, poor quality."
222,101,1004,2,2024-02-14,I love it! Highly recommend.
223,103,1004,4,2024-06-29,I love it! Highly recommend.
224,104,1002,1,2024-02-29,"Terrible, do not buy this product."
225,102,1002,1,2024-04-20,"Not worth the price, poor quality."
226,102,1003,4,2024-03-05,I love it! Highly recommend.
227,105,1001,4,2024-08-30,"Excellent quality, exceeded my expectations!"
228,104,1005,2,2024-02-08,"Terrible, do not buy this product."
229,102,1002,3,2024-05-24,"Terrible, do not buy this product."
230,101,1005,5,2024-10-08,I love it! Highly recommend.
231,105,1004,4,2024-10-24,"Terrible, do not buy this product."
232,101,1003,5,2024-09-21,"Good product, but could be improved."
233,102,1003,3,2024-08-26,"Not worth the price, poor quality."
234,105,1005,5,2024-08-26,I love it! Highly recommend.
235,102,1004,5,2024-02-28,"Good product, but could be improved."
236,105,1002,5,2024-09-28,I love it! Highly recommend.
237,102,1003,1,2024-10-01,"Good product, but could be improved."
238,105,1005,1,2024-06-15,"Okay, but not as good as expected."
239,101,1001,1,2024-01-06,"Good product, but could be improved."
240,101,1005,3,2024-10-12,I love it! Highly recommend.
241,101,1005,1,2024-03-31,I love it! Highly recommend.
242,102,1003,2,2024-06-05,"Not worth the price, poor quality."
243,104,1002,5,2024-06-05,"Not worth the price, poor quality."
244,103,1004,3,2024-07-07,"Good product, but could be improved."
245,103,1002,4,2024-07-02,I love it! Highly recommend.
246,105,1003,5,2024-10-17,I love it! Highly recommend.
247,105,1003,2,2024-10-11,"Terrible, do not buy this product."
248,102,1001,1,2024-03-23,"Okay, but not as good as expected."
249,105,1002,2,2024-09-28,"Not worth the price, poor quality."
250,105,1003,2,2024-04-30,I love it! Highly recommend.
251,103,1002,5,2024-10-19,"Okay, but not as good as expected."
252,103,1002,3,2024-10-28,I love it! Highly recommend.
253,105,1004,3,2024-01-16,"Terrible, do not buy this product."
254,103,1001,5,2024-11-23,I love it! Highly recommend.
255,103,1004,4,2024-01-07,"Not worth the price, poor quality."
256,102,1003,2,2024-02-23,"Terrible, do not buy this product."
257,105,1001,4,2024-01-26,"Terrible, do not buy this product."
258,101,1003,1,2024-04-06,I love it! Highly recommend.
259,101,1003,1,2024-11-28,"Okay, but not as good as expected."
260,103,1001,4,2024-11-28,"Good product, but could be improved."
261,103,1004,5,2024-07-27,I love it! Highly recommend.
262,105,1001,1,2024-07-22,"Good product, but could be improved."
263,104,1003,2,2024-02-25,I love it! Highly recommend.
264,102,1005,4,2024-01-22,"Not worth the price, poor quality."
265,102,1003,4,2024-02-03,"Good product, but could be improved."
266,102,1002,5,2024-08-15,"Not worth the price, poor quality."
267,101,1004,5,2024-01-25,"Terrible, do not buy this product."
268,104,1001,3,2024-09-05,"Excellent quality, exceeded my expectations!"
269,101,1005,1,2024-09-09,"Terrible, do not buy this product."
270,104,1003,5,2023-12-28,"Okay, but not as good as expected."
271,103,1004,3,2024-01-05,"Terrible, do not buy this product."
272,105,1003,2,2024-07-21,"Not worth the price, poor quality."
273,105,1005,3,2024-05-01,"Okay, but not as good as expected."
274,103,1002,3,2024-08-07,I love it! Highly recommend.
275,104,1003,2,2024-01-26,"Terrible, do not buy this product."
276,104,1005,3,2024-05-11,"Terrible, do not buy this product."
277,101,1003,5,2024-06-05,"Good product, but could be improved."
278,102,1005,4,2024-10-13,"Okay, but not as good as expected."
279,104,1005,2,2024-03-28,"Not worth the price, poor quality."
280,101,1005,4,2024-11-18,"Okay, but not as good as expected."
281,101,1001,1,2024-04-05,"Terrible, do not buy this product."
282,102,1005,3,2024-03-11,I love it! Highly recommend.
283,104,1002,4,2024-06-12,"Terrible, do not buy this product."
284,102,1005,3,2024-05-21,"Good product, but could be improved."
285,105,1001,5,2024-04-03,"Good product, but could be improved."
286,105,1003,1,2024-10-01,"Excellent quality, exceeded my expectations!"
287,101,1004,2,2024-04-11,"Excellent quality, exceeded my expectations!"
288,101,1001,3,2024-07-26,"Not worth the price, poor quality."
289,102,1001,3,2024-07-23,"Terrible, do not buy this product."
290,104,1004,5,2024-10-05,"Okay, but not as good as expected."
291,103,1004,3,2024-02-04,"Not worth the price, poor quality."
292,105,1004,3,2024-08-09,"Not worth the price, poor quality."
293,105,1002,4,2024-05-31,"Excellent quality, exceeded my expectations!"
294,101,1003,5,2024-04-08,"Good product, but could be improved."
295,105,1005,5,2024-04-21,"Good product, but could be improved."
296,101,1005,5,2024-08-29,"Okay, but not as good as expected."
297,103,1004,4,2024-02-20,"Not worth the price, poor quality."
298,104,1003,2,2024-12-07,"Excellent quality, exceeded my expectations!"
299,104,1005,2,2024-08-16,"Excellent quality, exceeded my expectations!"
300,102,1003,2,2024-09-20,"Okay, but not as good as expected."
301,104,1004,2,2024-02-21,"Not worth the price, poor quality."
302,102,1003,5,2024-07-12,"Excellent quality, exceeded my expectations!"
303,103,1005,3,2024-04-07,"Good product, but could be improved."
304,102,1005,2,2024-11-17,"Okay, but not as good as expected."
305,105,1001,3,2024-06-25,"Okay, but not as good as expected."
306,101,1005,5,2024-10-21,"Okay, but not as good as expected."
307,103,1004,3,2024-02-21,"Excellent quality, exceeded my expectations!"
308,105,1004,4,2024-05-25,"Excellent quality, exceeded my expectations!"
309,105,1005,5,2024-11-20,"Excellent quality, exceeded my expectations!"
310,105,1001,3,2024-06-30,"Not worth the price, poor quality."
311,101,1003,4,2024-04-14,I love it! Highly recommend.
312,101,1003,3,2024-02-09,"Terrible, do not buy this product."
313,103,1001,3,2024-03-26,"Not worth the price, poor quality."
314,101,1001,2,2024-02-14,"Okay, but not as good as expected."
315,105,1001,4,2024-12-05,"Excellent quality, exceeded my expectations!"
316,103,1001,4,2024-08-06,"Terrible, do not buy this product."
317,104,1001,4,2024-03-10,I love it! Highly recommend.
318,104,1002,5,2024-07-14,"Excellent quality, exceeded my expectations!"
319,101,1001,3,2024-11-21,I love it! Highly recommend.
320,105,1005,2,2024-05-02,"Okay, but not as good as expected."
321,102,1004,5,2024-04-22,"Not worth the price, poor quality."
322,105,1005,3,2024-09-20,"Excellent quality, exceeded my expectations!"
323,102,1001,5,2024-07-27,"Excellent quality, exceeded my expectations!"
324,103,1001,5,2024-01-28,"Good product, but could be improved."
325,103,1004,3,2024-12-16,"Not worth the price, poor quality."
326,103,1004,2,2024-02-04,"Good product, but could be improved."
327,103,1005,5,2024-05-28,"Not worth the price, poor quality."
328,102,1005,4,2024-02-13,"Not worth the price, poor quality."
329,105,1002,1,2024-07-24,"Terrible, do not buy this product."
330,105,1001,5,2024-11-19,"Good product, but could be improved."
331,102,1005,4,2024-04-24,"Okay, but not as good as expected."
332,101,1005,2,2024-05-24,"Okay, but not as good as expected."
333,104,1004,1,2024-12-02,I love it! Highly recommend.
334,102,1004,2,2024-07-03,I love it! Highly recommend.
